ngram,prediction,freq,prop
a,fun,1443,0.003216337
a,funny,114,0.000254097
a,further,37,8.25E-05
a,future,165,0.000367772
a,game,876,0.001952537
a,general,315,0.000702111
a,giant,627,0.001397535
a,gift,1180,0.00263013
a,girl,1431,0.00318959
a,glass,706,0.00157362
a,glimpse,107,0.000238495
a,go,151,0.000336568
a,god,38,8.47E-05
a,good,13003,0.028982697
a,gorgeous,115,0.000256326
a,great,10792,0.024054546
a,greater,152,0.000338796
a,green,40,8.92E-05
a,group,1828,0.004074473
a,guest,321,0.000715485
a,gun,38,8.47E-05
a,guy,930,0.002072899
a,half,1708,0.003807002
a,hand,333,0.000742232
a,handful,672,0.001497837
a,happy,959,0.002137538
a,hard,1274,0.002839649
a,head,38,8.47E-05
a,healthy,687,0.001531271
a,heart,602,0.001341812
a,heavy,160,0.000356628
a,high,1069,0.00238272
a,higher,444,0.000989642
a,hint,320,0.000713256
a,history,36,8.02E-05
a,hit,107,0.000238495
a,hole,39,8.69E-05
a,home,853,0.001901272
a,horse,40,8.92E-05
a,hot,690,0.001537957
a,house,880,0.001961453
a,huge,3572,0.007961716
a,human,632,0.00140868
a,hundred,479,0.001067655
a,job,1587,0.003537302
a,joke,79,0.000176085
a,key,366,0.000815786
a,kid,1027,0.002289105
a,kind,911,0.00203055
a,lack,223,0.00049705
a,lady,38,8.47E-05
a,large,3536,0.007881475
a,larger,486,0.001083257
a,leader,36,8.02E-05
a,lesson,71,0.000158254
a,letter,645,0.001437656
a,lie,34,7.58E-05
a,life,1183,0.002636817
a,lifetime,321,0.000715485
a,light,869,0.001936935
a,limited,36,8.02E-05
a,line,571,0.001272716
a,link,811,0.001807657
a,list,1265,0.002819589
a,little,21603,0.048151442
a,live,36,8.02E-05
a,living,660,0.00147109
a,local,1256,0.002799528
a,long,5571,0.012417335
a,look,1637,0.003648748
a,lot,19236,0.042875579
a,love,575,0.001281631
a,lovely,1579,0.003519471
a,low,444,0.000989642
a,major,1502,0.003347844
a,man,3405,0.007589486
a,massive,712,0.001586994
a,matter,1032,0.002300249
a,meal,85,0.000189459
a,means,453,0.001009703
a,medium,333,0.000742232
a,meeting,270,0.000601809
a,member,893,0.001990429
a,mere,177,0.00039452
a,mess,241,0.000537171
a,message,611,0.001361872
a,mile,444,0.000989642
a,million,932,0.002077357
a,minimum,117,0.000260784
a,minor,33,7.36E-05
a,minute,1352,0.003013505
a,miracle,35,7.80E-05
a,mistake,202,0.000450243
a,mix,240,0.000534942
a,modern,82,0.000182772
a,mom,120,0.000267471
a,moment,1655,0.003688869
a,month,2225,0.004959356
a,more,2533,0.005645864
a,mother,732,0.001631572
a,movie,1273,0.00283742
a,much,1279,0.002850794
a,must,38,8.47E-05
a,name,585,0.00130392
a,nation,131,0.000291989
a,national,446,0.0009941
a,natural,599,0.001335125
a,need,40,8.92E-05
a,negative,43,9.58E-05
a,new,11162,0.024879248
a,nice,3526,0.007859186
a,night,613,0.00136633
a,normal,534,0.001190245
a,note,423,0.000942835
a,novel,630,0.001404222
a,number,2265,0.005048513
a,one,205,0.000456929
a,pack,36,8.02E-05
a,page,279,0.00062187
a,pair,1165,0.002596696
a,paper,294,0.000655304
a,parent,454,0.001011931
a,part,2040,0.004547005
a,particular,949,0.002115249
a,particularly,75,0.000167169
a,party,686,0.001529042
a,pattern,71,0.000158254
a,perfect,1298,0.002893143
a,period,115,0.000256326
a,person,2042,0.004551463
a,personal,798,0.001778681
a,phone,397,0.000884883
a,photo,985,0.00219549
a,picture,1853,0.004130196
a,piece,1794,0.003998689
a,place,2492,0.005554478
a,plan,690,0.001537957
a,poem,111,0.000247411
a,point,987,0.002199948
a,police,78,0.000173856
a,political,257,0.000572833
a,popular,118,0.000263013
a,position,278,0.000619641
a,positive,673,0.001500066
a,post,1036,0.002309165
a,pot,41,9.14E-05
a,potential,74,0.00016494
a,powerful,505,0.001125607
a,pretty,2033,0.004531402
a,previous,37,8.25E-05
a,private,486,0.001083257
a,problem,1373,0.003060312
a,product,329,0.000733316
a,professional,501,0.001116691
a,project,666,0.001484463
a,proper,370,0.000824702
a,public,629,0.001401993
a,question,813,0.001812115
a,quick,1997,0.004451161
a,quiet,190,0.000423496
a,race,34,7.58E-05
a,random,73,0.000162711
a,range,108,0.000240724
a,rare,191,0.000425724
a,rather,783,0.001745247
a,real,2441,0.005440803
a,reality,35,7.80E-05
a,really,2032,0.004529173
a,reason,781,0.00174079
a,recent,778,0.001734103
a,recipe,628,0.001399764
a,record,78,0.000173856
a,red,564,0.001257113
a,regular,994,0.00221555
a,relationship,657,0.001464403
a,relatively,38,8.47E-05
a,reminder,113,0.000251868
a,report,39,8.69E-05
a,restaurant,245,0.000546086
a,result,1705,0.003800315
a,review,277,0.000617412
a,rich,75,0.000167169
a,right,220,0.000490363
a,rock,196,0.000436869
a,room,698,0.001555789
a,rough,39,8.69E-05
a,row,506,0.001127835
a,run,38,8.47E-05
a,safe,150,0.000334339
a,scene,352,0.000784581
a,school,473,0.001054281
a,second,1974,0.004399896
a,secret,627,0.001397535
a,senior,35,7.80E-05
a,sense,1385,0.00308706
a,separate,479,0.001067655
a,series,1614,0.003597483
a,serious,710,0.001582536
a,set,769,0.001714042
a,shame,182,0.000405664
a,short,1864,0.004154714
a,shot,489,0.001089944
a,show,474,0.00105651
a,side,546,0.001216992
a,sign,716,0.001595909
a,significant,631,0.001406451
a,similar,1035,0.002306936
a,simple,1477,0.003292121
a,single,2459,0.005480924
a,situation,132,0.000294218
a,slight,561,0.001250426
a,slightly,405,0.000902714
a,slow,112,0.000249639
a,small,5293,0.011797694
a,smile,681,0.001517897
a,social,246,0.000548315
a,society,78,0.000173856
a,soft,322,0.000717713
a,solid,472,0.001052052
a,song,788,0.001756392
a,sort,568,0.001266029
a,space,120,0.000267471
a,special,1737,0.003871641
a,specific,639,0.001424282
a,spot,36,8.02E-05
a,star,153,0.000341025
a,state,699,0.001558018
a,statement,529,0.001179101
a,step,513,0.001143438
a,story,1949,0.004344173
a,strange,622,0.001386391
a,strong,1343,0.002993445
a,student,441,0.000982955
a,successful,441,0.000982955
a,sudden,468,0.001043136
a,summer,35,7.80E-05
a,super,473,0.001054281
a,surprise,500,0.001114462
a,sweet,725,0.00161597
a,system,113,0.000251868
a,table,400,0.00089157
a,tad,81,0.000180543
a,taste,36,8.02E-05
a,teacher,403,0.000898256
a,team,667,0.001486692
a,teenager,110,0.000245182
a,terrible,509,0.001134522
a,thick,35,7.80E-05
a,thing,1051,0.002342599
a,third,805,0.001794284
a,thousand,512,0.001141209
a,time,3683,0.008209127
a,tiny,936,0.002086273
a,ton,871,0.001941393
a,top,128,0.000285302
a,total,1072,0.002389406
a,touch,389,0.000867051
a,tough,407,0.000907172
a,traditional,259,0.000577291
a,train,78,0.000173856
a,treat,37,8.25E-05
a,tree,523,0.001165727
a,trip,923,0.002057297
a,TRUE,809,0.001803199
a,truly,38,8.47E-05
a,try,567,0.0012638
a,two,75,0.000167169
a,typical,114,0.000254097
a,unique,585,0.00130392
a,variety,1280,0.002853023
a,very,8806,0.019627903
a,video,640,0.001426511
a,visit,601,0.001339583
a,voice,230,0.000512652
a,walk,519,0.001156811
a,wall,153,0.000341025
a,war,76,0.000169398
a,warm,468,0.001043136
a,waste,40,8.92E-05
a,way,3693,0.008231416
a,website,33,7.36E-05
a,wedding,250,0.000557231
a,week,4091,0.009118527
a,weekend,40,8.92E-05
a,well,325,0.0007244
a,while,4577,0.010201784
a,white,918,0.002046152
a,whole,3273,0.007295268
a,wide,719,0.001602596
a,winner,230,0.000512652
a,woman,2335,0.005204537
a,wonderful,2697,0.006011408
a,word,1132,0.002523142
a,work,460,0.001025305
a,world,1286,0.002866396
a,writer,988,0.002202177
a,year,4345,0.009684674
a,yearold,281,0.000626328
a,young,1880,0.004190377
ab,.,169,1
ability,to,2552,1
able,to,14228,1
about,.,3116,0.047222138
about,a,4443,0.067332464
about,all,800,0.012123784
about,an,817,0.012381414
about,and,727,0.011017489
about,anything,186,0.00281878
about,as,374,0.005667869
about,being,678,0.010274907
about,every,34,0.000515261
about,everything,36,0.00054557
about,getting,149,0.002258055
about,half,189,0.002864244
about,her,1414,0.021428788
about,him,610,0.009244385
about,his,1242,0.018822174
about,hours,72,0.001091141
about,how,3446,0.052223199
about,in,460,0.006971176
about,it,6840,0.103658352
about,making,36,0.00054557
about,me,879,0.013321007
about,minutes,1677,0.025414482
about,my,2601,0.039417452
about,myself,109,0.001651866
about,of,36,0.00054557
about,our,965,0.014624314
about,people,77,0.001166914
about,some,187,0.002833934
about,something,234,0.003546207
about,that,1812,0.02746037
about,the,17048,0.258357833
about,their,1239,0.01877671
about,them,1136,0.017215773
about,these,524,0.007941078
about,things,118,0.001788258
about,this,3928,0.059527779
about,three,36,0.00054557
about,to,2393,0.036265268
about,two,406,0.00615282
about,what,2609,0.03953869
about,years,274,0.004152396
about,you,1021,0.015472979
about,your,1008,0.015275968
above,.,1190,0.366153846
above,all,268,0.082461538
above,and,172,0.052923077
above,is,38,0.011692308
above,pp,436,0.134153846
above,the,1146,0.352615385
absence,of,149,1
absolutely,no,128,1
ac,.,318,1
accept,that,153,0.403693931
accept,the,226,0.596306069
access,to,1478,1
accompanied,by,195,1
according,to,5208,1
account,.,110,0.205607477
account,for,34,0.063551402
account,of,391,0.730841121
accused,of,275,1
across,a,542,0.116986834
across,the,4091,0.883013166
act,.,517,0.323934837
act,as,194,0.121553885
act,of,885,0.554511278
action,.,790,0.869086909
action,and,119,0.130913091
actions,.,193,1
activities,.,249,1
activity,.,114,1
acts,.,40,0.350877193
acts,of,74,0.649122807
actually,.,36,0.03451582
actually,a,659,0.631831256
actually,have,271,0.259827421
actually,the,77,0.073825503
ad,.,428,0.839215686
ad,a,45,0.088235294
ad,to,37,0.07254902
add,a,1179,0.221242259
add,in,447,0.083880653
add,more,40,0.007506099
add,some,303,0.056858698
add,the,2281,0.428035279
add,to,1079,0.202477013
added,.,194,0.076078431
added,a,922,0.361568627
added,some,415,0.162745098
added,the,202,0.079215686
added,to,817,0.320392157
adding,a,73,1
addition,to,1662,1
address,.,74,0.691588785
address,the,33,0.308411215
admit,i,197,0.160423453
admit,it,158,0.128664495
admit,that,873,0.710912052
advantage,of,862,1
adventure,.,203,1
advertising,and,38,1
advice,.,77,1
af,.,791,1
affected,by,38,1
afford,to,392,1
afraid,of,659,0.492158327
afraid,to,680,0.507841673
africa,.,343,1
after,.,549,0.024329714
after,a,4035,0.178816752
after,all,3139,0.13910924
after,an,155,0.006869045
after,being,536,0.023753601
after,having,40,0.001772657
after,he,689,0.030534013
after,her,278,0.012319965
after,his,555,0.024595613
after,i,1609,0.071305119
after,it,306,0.013560824
after,my,739,0.032749834
after,reading,281,0.012452914
after,she,111,0.004919123
after,some,41,0.001816973
after,that,1545,0.068468868
after,the,6014,0.266518945
after,they,253,0.011212054
after,this,554,0.024551296
after,we,579,0.025659207
after,years,149,0.006603146
after,you,408,0.018081099
afternoon,.,716,1
afterwards,.,36,1
ag,.,160,1
again,.,8008,0.562636127
again,and,1963,0.137918921
again,but,259,0.018197147
again,for,527,0.037026628
again,i,1077,0.075669219
again,in,616,0.043279702
again,the,626,0.043982295
again,this,451,0.031686925
again,to,583,0.040961147
again,with,123,0.008641889
against,a,508,0.125308337
against,the,3546,0.874691663
age,.,1016,0.381954887
age,and,344,0.129323308
age,of,1300,0.488721805
ages,.,121,1
ago,.,2926,0.471479214
ago,and,1215,0.195778279
ago,but,38,0.006123107
ago,i,1579,0.254431196
ago,when,448,0.072188205
agree,that,174,0.165714286
agree,with,876,0.834285714
agreed,to,646,1
ah,.,40,1
ahead,.,573,0.246663797
ahead,and,613,0.26388291
ahead,of,1137,0.489453293
aimed,at,110,1
air,.,840,0.773480663
air,and,246,0.226519337
akin,to,36,1
al,.,1715,1
album,.,454,1
ale,.,571,1
alive,.,641,0.942647059
alive,and,39,0.057352941
all,.,6416,0.07035782
all,a,716,0.007851652
all,about,2351,0.025781053
all,along,41,0.000449606
all,and,893,0.009792633
all,are,232,0.002544111
all,around,837,0.009178537
all,at,385,0.004221908
all,be,490,0.005373337
all,been,41,0.000449606
all,but,891,0.009770701
all,day,1621,0.017775877
all,for,831,0.009112741
all,good,111,0.001217225
all,had,426,0.004671514
all,have,1046,0.01147043
all,he,332,0.00364071
all,her,320,0.003509118
all,his,620,0.006798917
all,i,3058,0.033534011
all,in,1964,0.021537213
all,is,614,0.006733121
all,it,677,0.007423978
all,its,234,0.002566043
all,just,38,0.000416708
all,kinds,831,0.009112741
all,know,994,0.010900198
all,my,2600,0.028511586
all,night,529,0.005801011
all,of,13971,0.153205908
all,off,46,0.000504436
all,on,279,0.003059512
all,other,275,0.003015648
all,our,665,0.007292386
all,out,189,0.002072573
all,over,3270,0.035858802
all,so,226,0.002478315
all,sorts,810,0.008882456
all,that,4171,0.045739163
all,the,22722,0.249169326
all,their,617,0.006766019
all,these,1585,0.017381101
all,they,325,0.003563948
all,things,1250,0.013707493
all,this,2161,0.023697514
all,those,1778,0.019497538
all,three,719,0.00788455
all,time,615,0.006744087
all,times,75,0.00082245
all,to,903,0.009902293
all,together,437,0.00479214
all,too,320,0.003509118
all,up,38,0.000416708
all,very,37,0.000405742
all,we,690,0.007566536
all,who,305,0.003344628
all,you,1466,0.016076148
all,your,1107,0.012139356
allow,me,107,0.173419773
allow,the,510,0.826580227
allowed,to,1491,1
almost,a,423,0.236312849
almost,all,469,0.262011173
almost,always,79,0.044134078
almost,as,331,0.184916201
almost,every,488,0.272625698
alone,.,1400,0.749464668
alone,and,76,0.040685225
alone,in,392,0.209850107
along,.,895,0.103360665
along,and,39,0.004503984
along,the,3158,0.364707241
along,to,39,0.004503984
along,with,4528,0.522924125
already,.,826,0.295845272
already,been,587,0.210243553
already,had,421,0.150787966
already,have,646,0.231375358
already,know,312,0.111747851
als,.,56,1
also,.,425,0.03522878
also,a,2326,0.19280504
also,an,43,0.003564324
also,be,1688,0.139920424
also,been,710,0.058852785
also,got,82,0.006797082
also,had,853,0.070706233
also,has,721,0.059764589
also,have,1381,0.114472812
also,i,478,0.039622016
also,in,593,0.049154509
also,known,74,0.006133952
also,like,75,0.006216844
also,made,275,0.022795093
also,the,1763,0.146137268
also,to,378,0.031332891
also,used,161,0.013345491
also,very,38,0.003149867
altho,.,48,1
although,he,95,0.028023599
although,i,1653,0.487610619
although,it,684,0.201769912
although,the,958,0.28259587
always,.,224,0.039408867
always,a,929,0.163441239
always,be,1100,0.193525686
always,been,1586,0.279028853
always,had,310,0.054539057
always,have,724,0.127375088
always,the,577,0.101513019
always,wanted,234,0.041168191
am,.,2618,0.118730159
am,a,2192,0.099410431
am,also,293,0.013287982
am,and,677,0.030702948
am,doing,129,0.00585034
am,glad,37,0.001678005
am,going,1719,0.077959184
am,happy,84,0.003809524
am,i,2250,0.102040816
am,in,908,0.041179138
am,just,531,0.024081633
am,looking,153,0.006938776
am,not,3758,0.170430839
am,now,483,0.021904762
am,on,380,0.01723356
am,really,246,0.011156463
am,so,1782,0.080816327
am,still,829,0.037596372
am,sure,923,0.04185941
am,the,765,0.034693878
am,to,427,0.019365079
am,trying,257,0.011655329
am,very,568,0.025759637
am,waiting,41,0.00185941
amazing,.,1187,0.908882083
amazing,and,119,0.091117917
amazon,eu,300,0.499168053
amazon,services,301,0.500831947
amazoncom,.,38,1
amen,.,371,1
america,.,866,0.876518219
america,and,122,0.123481781
among,other,70,0.040603248
among,the,1654,0.959396752
amongst,the,156,1
amount,of,3670,1
amounts,of,530,1
an,.,4978,0.163696153
an,actual,409,0.013449523
an,additional,202,0.006642552
an,adult,569,0.01871095
an,agent,76,0.002499178
an,amazing,1324,0.04353831
an,american,548,0.018020388
an,answer,75,0.002466294
an,area,37,0.001216705
an,article,669,0.021999342
an,artist,375,0.01233147
an,attempt,558,0.018349227
an,author,318,0.010457086
an,average,141,0.004636633
an,awesome,618,0.020322262
an,early,597,0.0196317
an,easy,798,0.026241368
an,effort,484,0.015915817
an,email,969,0.031864518
an,end,689,0.022657021
an,entire,785,0.025813877
an,even,361,0.011871095
an,event,289,0.009503453
an,example,850,0.027951332
an,excellent,848,0.027885564
an,excuse,38,0.001249589
an,extra,865,0.028444591
an,extremely,36,0.001183821
an,eye,662,0.021769155
an,hour,2597,0.08539954
an,idea,916,0.030121671
an,image,293,0.009634988
an,important,934,0.030713581
an,incredible,76,0.002499178
an,individual,266,0.008747123
an,interesting,1194,0.0392634
an,interview,575,0.018908254
an,issue,606,0.019927655
an,odd,33,0.001085169
an,old,1958,0.064386715
an,older,33,0.001085169
an,online,306,0.010062479
an,open,611,0.020092075
an,opportunity,808,0.026570207
an,option,36,0.001183821
analysis,of,105,1
and,.,1640,0.002916857
and,a,23174,0.041216614
and,about,732,0.001301914
and,actually,361,0.000642064
and,add,1037,0.001844379
and,added,663,0.001179193
and,after,1524,0.002710543
and,again,1153,0.002050693
and,all,5190,0.009230786
and,allow,278,0.000494443
and,almost,270,0.000480214
and,also,2446,0.004350386
and,although,674,0.001198757
and,always,613,0.001090264
and,am,1030,0.001831929
and,an,2390,0.004250786
and,and,35,6.22E-05
and,another,892,0.001586486
and,any,499,0.000887507
and,are,2658,0.004727443
and,around,421,0.000748779
and,as,3953,0.007030693
and,ask,704,0.001252114
and,asked,1050,0.0018675
and,at,1903,0.003384621
and,b,40,7.11E-05
and,back,713,0.001268121
and,bake,317,0.000563807
and,be,2274,0.004044471
and,beautiful,316,0.000562029
and,because,882,0.0015687
and,become,326,0.000579814
and,before,341,0.000606493
and,began,388,0.000690086
and,being,1127,0.00200445
and,believe,73,0.000129836
and,better,79,0.000140507
and,beyond,115,0.000204536
and,black,434,0.0007719
and,blue,113,0.000200979
and,both,267,0.000474879
and,bring,651,0.00115785
and,brought,36,6.40E-05
and,buy,313,0.000556693
and,by,1560,0.002774571
and,came,557,0.000990664
and,can,1556,0.002767457
and,change,38,6.76E-05
and,check,476,0.0008466
and,cheese,36,6.40E-05
and,children,440,0.000782571
and,clean,35,6.22E-05
and,come,497,0.00088395
and,continue,249,0.000442864
and,cook,731,0.001300136
and,could,640,0.001138286
and,create,283,0.000503336
and,cut,703,0.001250336
and,dad,37,6.58E-05
and,death,120,0.000213429
and,decided,798,0.0014193
and,development,34,6.05E-05
and,did,994,0.0017679
and,didn't,471,0.000837707
and,didnut,83,0.000147621
and,do,1987,0.003534021
and,does,344,0.000611829
and,doing,457,0.000812807
and,don't,668,0.001188086
and,donut,658,0.0011703
and,down,914,0.001625614
and,drink,37,6.58E-05
and,each,648,0.001152514
and,early,124,0.000220543
and,easy,649,0.001154293
and,eat,396,0.000704314
and,end,73,0.000129836
and,ended,120,0.000213429
and,energy,122,0.000216986
and,enjoy,955,0.001698536
and,especially,364,0.0006474
and,even,4199,0.007468221
and,eventually,462,0.0008217
and,every,1521,0.002705207
and,everyone,821,0.001460207
and,everything,1041,0.001851493
and,family,1064,0.0018924
and,feel,855,0.001520679
and,felt,194,0.000345043
and,finally,1038,0.001846157
and,find,1010,0.001796357
and,food,40,7.11E-05
and,for,3698,0.006577157
and,forth,741,0.001317921
and,found,1204,0.0021414
and,free,36,6.40E-05
and,fresh,76,0.000135171
and,friends,1007,0.001791021
and,from,992,0.001764343
and,full,112,0.0001992
and,fun,588,0.0010458
and,gave,739,0.001314364
and,get,3085,0.005486893
and,getting,948,0.001686086
and,give,1187,0.002111164
and,given,37,6.58E-05
and,giving,38,6.76E-05
and,go,1549,0.002755007
and,god,247,0.000439307
and,going,236,0.000419743
and,good,708,0.001259229
and,got,1380,0.002454429
and,great,82,0.000145843
and,green,288,0.000512229
and,had,3034,0.005396186
and,half,41,7.29E-05
and,happy,629,0.001118721
and,hard,33,5.87E-05
and,has,2916,0.005186314
and,have,4917,0.008745236
and,having,907,0.001613164
and,he,7379,0.013124078
and,head,189,0.00033615
and,headed,382,0.000679414
and,held,36,6.40E-05
and,help,650,0.001156071
and,her,4026,0.007160529
and,here,948,0.001686086
and,heus,38,6.76E-05
and,high,40,7.11E-05
and,his,6278,0.011165871
and,hope,711,0.001264564
and,hopefully,628,0.001116943
and,how,4591,0.008165421
and,i'll,718,0.001277014
and,i'm,2713,0.004825264
and,i've,817,0.001453093
and,i,48542,0.086335414
and,if,4814,0.008562043
and,in,7111,0.012647421
and,indeed,75,0.000133393
and,instead,367,0.000652736
and,into,611,0.001086707
and,is,5396,0.009597171
and,it's,2232,0.003969771
and,it,13922,0.024761271
and,its,2290,0.004072929
and,itus,2067,0.003676307
and,iull,337,0.000599379
and,ium,1968,0.003500229
and,iuve,517,0.000919521
and,john,78,0.000138729
and,just,3053,0.005429979
and,keep,1139,0.002025793
and,kept,71,0.000126279
and,know,501,0.000891064
and,last,438,0.000779014
and,later,386,0.000686529
and,learn,478,0.000850157
and,learning,85,0.000151179
and,leave,874,0.001554471
and,left,732,0.001301914
and,less,565,0.001004893
and,let,2347,0.004174307
and,life,251,0.000446421
and,light,117,0.000208093
and,like,540,0.000960429
and,little,37,6.58E-05
and,live,403,0.000716764
and,long,35,6.22E-05
and,look,937,0.001666521
and,looked,591,0.001051136
and,looking,346,0.000615386
and,lots,820,0.001458429
and,love,1285,0.002285464
and,loved,33,5.87E-05
and,made,1632,0.002902629
and,make,2763,0.004914193
and,makes,566,0.001006671
and,making,904,0.001607829
and,many,1463,0.00260205
and,may,651,0.00115785
and,maybe,1262,0.002244557
and,me,833,0.00148155
and,mix,419,0.000745221
and,money,36,6.40E-05
and,more,4580,0.008145857
and,most,1762,0.003133843
and,move,582,0.001035129
and,much,507,0.000901736
and,my,7040,0.012521143
and,never,1015,0.00180525
and,new,999,0.001776793
and,no,2350,0.004179643
and,not,6083,0.01081905
and,nothing,400,0.000711429
and,now,3615,0.006429536
and,of,3048,0.005421086
and,off,422,0.000750557
and,often,691,0.001228993
and,old,78,0.000138729
and,on,2607,0.004636736
and,once,608,0.001081371
and,one,3074,0.005467329
and,only,1404,0.002497114
and,open,70,0.0001245
and,other,4450,0.007914643
and,others,1174,0.002088043
and,our,2199,0.003911079
and,out,1188,0.002112943
and,over,1601,0.002847493
and,people,989,0.001759007
and,pepper,591,0.001051136
and,perhaps,717,0.001275236
and,personal,111,0.000197421
and,place,683,0.001214764
and,play,632,0.001124057
and,political,39,6.94E-05
and,possibly,280,0.000498
and,post,73,0.000129836
and,power,41,7.29E-05
and,probably,610,0.001084929
and,put,1814,0.003226329
and,quite,184,0.000327257
and,ran,197,0.000350379
and,read,854,0.0015189
and,reading,76,0.000135171
and,ready,567,0.00100845
and,really,870,0.001547357
and,red,210,0.0003735
and,remember,268,0.000476657
and,respect,37,6.58E-05
and,right,193,0.000343264
and,roll,73,0.000129836
and,run,463,0.000823479
and,running,358,0.000636729
and,s,92,0.000163629
and,said,2014,0.003582043
and,salt,419,0.000745221
and,sat,37,6.58E-05
and,saw,727,0.001293021
and,say,1117,0.001986664
and,says,456,0.000811029
and,see,2431,0.004323707
and,seeing,158,0.000281014
and,send,36,6.40E-05
and,serve,117,0.000208093
and,set,874,0.001554471
and,several,189,0.00033615
and,share,599,0.001065364
and,she,5195,0.009239679
and,should,571,0.001015564
and,show,264,0.000469543
and,simple,191,0.000339707
and,since,952,0.0016932
and,small,78,0.000138729
and,so,5616,0.009988457
and,social,627,0.001115164
and,some,3959,0.007041364
and,sometimes,1122,0.001995557
and,soon,75,0.000133393
and,spent,82,0.000145843
and,start,928,0.001650514
and,started,1012,0.001799914
and,stay,76,0.000135171
and,still,1526,0.0027141
and,stir,420,0.000747
and,stop,38,6.76E-05
and,such,551,0.000979993
and,sugar,277,0.000492664
and,support,596,0.001060029
and,sweet,130,0.000231214
and,t,192,0.000341486
and,take,1591,0.002829707
and,taking,289,0.000514007
and,talk,428,0.000761229
and,tell,916,0.001629171
and,thank,130,0.000231214
and,thanks,36,6.40E-05
and,that's,930,0.001654071
and,that,10616,0.018881314
and,thatus,1087,0.001933307
and,the,57988,0.103135799
and,their,3911,0.006955993
